"","X","ID","day","Atease","Calm","Relaxed","Drowsy","Sluggish","Tired","Content","Pleased","Happy","Alert","Aroused","Hyperactivated","Miserable","Troubled","Unhappy","Sleepy","Quiet","Still","Afraid","Ashamed","Distressed","Guilty","Hostile","Irritable","Jittery","Nervous","Scared","Upset","Active","Alone","Attentive","Determined","Enthusiastic","Excited","Inspired","Interested","Proud","Strong"
"944",944,87,19,0.25,0.5,0.25,0.25,0.5,0.25,0.5,0.5,0.5,0.25,0,0,0,0.25,0,0,0.5,0.5,0,0,0,0,0,0.25,0,0,0,0,0.5,0.5,0.75,0.25,0.25,0.5,0,0.75,0.25,0.25
"945",945,87,20,0.5,0.75,0.5,0,0,0,0.5,0.5,0.5,0.25,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.75,0,0.5,0.5,0,0.75,0.25,0.25
"946",946,87,21,0.5,0.75,0.25,0,0.5,0.25,0.5,0.5,0.5,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0.5,0,0,0,0,0.25,0.25,0.5,0.25,0.5,0.5,0.25,1,0.25,0.25
"947",947,87,22,0.75,0.5,0.25,0,0.25,0.25,0.5,0.5,0.25,0,0,0,0,0,0,0,0.75,0,0.5,0,0,0,0,0,0.25,0,0,0,0.25,0.5,0.25,0.5,0.25,0,0,0.75,0.25,0.25
"948",948,87,23,0.75,0.75,0.5,0,0,0,0.5,0.75,0.5,0.25,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0.5,0.75,0.5,0,0.5,0.25,0.25
"949",949,87,24,0.75,0.75,0.5,0,0,0,0.5,0.5,0.5,0.25,0.75,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0.5,0.75,0.5,1,0.25,0.25,0.25
"950",950,87,25,0.75,0.75,0.5,0,0,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.75,0.25,0.5,0.5,0.25,0.25,0.25,0
"951",951,94,1,0.25,0.75,0,0.5,0.5,0.75,0.25,0.25,0,0.25,0,0.25,0.5,0.5,0.75,0.75,0.75,0.25,0.5,0.25,1,0.5,0,0.25,0.75,0.5,0.5,0.25,0.25,0.75,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.25
"952",952,94,2,0.25,0.25,0.5,0.75,0.75,1,0.25,0.25,0.25,0.25,0,0,0.5,0.75,0.75,1,0.75,0.25,0.25,0.75,0.75,1,0,0.25,0.5,0.25,0,0,0.25,0.75,0.5,0.25,0.25,0.5,0.25,0.5,0.25,0.25
"953",953,94,3,0.5,0.75,0.5,1,1,1,0.25,0.25,0,0.25,0,0,0.5,0.25,0.75,1,0.75,0.75,0.25,0,0.75,0.25,0,0,0.25,0.25,0,0,0,0.5,0.5,0.25,0.25,0,0,0.5,0.25,0.25
"954",954,94,4,0.5,0.75,0.25,0.5,0.5,0.75,0.25,0.5,0.25,0,0,0,0.5,0.25,0.5,0.5,0.5,0.75,0,0,0.5,0,0,0,0.5,0,0.25,0,0.25,1,0.5,0.25,0.25,0.25,0.25,0.25,0.5,0.25
"955",955,94,5,0.25,0.5,0.25,0.75,0.75,0.75,0.5,0.25,0.25,0,0.25,0,0.25,0.5,0.25,0.5,0.5,0.25,0.5,0,0.5,0,0,0,0.5,0.5,0.25,0,0.25,0.5,0.75,0,0.5,0.5,0.5,0.75,0.5,0.25
"956",956,94,6,0.5,0.5,0.25,0.25,0.5,0.25,0.25,0,0,0.5,0,0.5,0.75,0.5,1,0.5,0.75,0.5,0,0,1,0.25,0,0,0.5,0.25,0,0,0,0.25,0.25,0.25,0.25,0,0,0.5,0.25,0
"957",957,94,7,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0,0.5,0,0.25,0.5,0.5,0.5,0.5,0.75,0.25,0,0.5,0.75,0,0,0,0.5,0,0.25,0,0.25,0.75,0.5,0,0.25,0.75,0.25,0.5,0,0
"958",958,94,8,0.25,0.25,0,0.25,0.5,0.5,0.5,0,0,0.25,0.25,0,0.5,0.5,0.5,0.25,0.5,0.25,1,0,0.75,0,0,0.25,1,1,0.5,0,0.25,0.5,0.25,0.5,0,0.25,0.25,0.25,0.25,0
"959",959,94,9,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0.5,0.25,0,0.75,0.75,0.75,0.25,0.5,0.25,0,0,0.75,0,0,0,0.5,0.25,0,0,0.25,1,0.25,0.25,0,0,0.25,0.25,0.5,0.25
"960",960,94,10,0.25,0.25,0.25,0,0.5,0.25,0,0,0,0,0.25,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.25,0.5,0.25,0,0,0.25,0.25,0.25,0,0,1,0.25,0.25,0,0,0,0.25,0,0
"961",961,94,11,0.25,0.5,0,0.5,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.5,0.75,0.5,0.25,0.25,0.5,0,0.5,0.5,0.25,0,0.25,0.5,0.25,0,0.25,0,0.5,0.25,0.25,0,0.25,0,0,0,0.25
"962",962,94,12,0.25,0.25,0.25,0.5,0.5,0.5,0.25,0,0,0,0,0,0.75,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.75,0,0,0.25,0,0,0.25,0,0,0.75,0.5,0,0.25,0.25,0,0,0.25,0
"963",963,94,13,0.25,0.5,0.25,0.25,0.25,0.5,0.25,0.25,0,0,0.25,0,0.5,0.75,0.75,0.25,0.5,0.25,0.75,0,0.75,0,0.5,0.5,0.5,0.75,0.25,0,0,0.5,0.25,0.75,0.25,0.5,0.25,0.25,0,0
"964",964,94,14,0.25,0.25,0.25,0,0.5,0.25,0.25,0.25,0.25,0.25,0,0,0.75,0.5,0.5,0.25,0.5,0.5,0.25,0,0.5,0,0,0,0.5,0.25,0,0.25,0.5,1,0.25,0,0.25,0,0,0.25,0,0
"965",965,94,15,0.25,0.25,0,0.75,0.5,0.75,0.25,0,0,0,0,0,0.5,0.25,0.5,0.75,0.25,0.25,0.25,0.25,0.25,0,0,0,0.25,0.25,0,0,0.5,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0
"966",966,94,16,0.25,0.5,0.25,0.5,0.25,0.75,0.5,0.25,0,0,0,0,0.25,0,0.5,0.75,0.25,0,0,0,0.25,0.25,0,0,0.25,0.25,0.5,0,0,0.5,0.25,0.25,0.25,0.25,0.25,0,0.25,0
"967",967,94,17,0.25,0.5,0.25,0.5,0.5,0.75,0,0.25,0,0,0,0,0.5,0.5,0.5,0.75,0.5,0.5,0.25,0,0.25,0,0,0.25,0.5,0.25,0.25,0.5,0,0.5,0.25,0.25,0.25,0.25,0,0,0.5,0
"968",968,94,18,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.5,0,0,0.25,0.5,0.75,0.5,0.5,0.5,0,0.25,0.5,0.25,0,0.5,0.5,0,0,0.5,0,0.25,0.75,0.5,0.25,0.25,0,0.5,0.25,0.25
"969",969,94,19,0.25,0.5,0.25,0.25,0.5,0.25,0,0.25,0,0.25,0,0,1,0.75,0.75,0.25,0.5,0.25,0.25,0.5,0.75,0,0,0.5,0.25,0,0.5,0.5,0.25,0.75,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25
"970",970,94,20,0,0.25,0,0,0.25,0.25,0,0,0,0.5,0.25,0,0.5,0.75,0.5,0,0.25,0,0.25,0.5,0.75,0.5,0,0,0.75,0.5,0.75,0.5,0.5,0.5,0.25,0.25,0,0.25,0.25,0,0,0.25
"971",971,94,21,0.25,0.5,0.25,0.25,0.25,0.25,0.5,0,0,0.25,0,0,0.75,0.75,0.5,0,0.5,0.5,0.25,0,0.75,0.25,0,0,0.25,0,0,0,0.25,0.75,0.5,0.25,0.25,0.25,0,0.25,0.5,0.25
"972",972,94,22,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0.25,0.5,0.5,0.25,0.5,0,0,0,0.75,0,0,0,0.5,0,0,0,0.25,0.75,0,0.25,0,0.75,0,0.5,0.25,0.25
"973",973,94,23,0.25,0,0,0.25,0.5,0.5,0.25,0.5,0.25,0.25,0,0,0.5,0.75,0.5,0.5,0.75,0.25,0,0.25,0.75,0,0,0,0.75,0.5,0,0.25,0.25,0.5,0.5,0.25,0.5,0.5,0.25,0.5,0.25,0.25
"974",974,94,24,0.5,0.25,0.5,0,0.25,0.25,0.5,0.75,0.5,0.25,0.25,0,0.25,0.5,0.25,0,0,0.25,0,0.25,0.25,0,0,0.25,0.25,0,0.25,0,0.25,0.75,0.5,0.25,0.75,0.75,0.5,0.5,0.5,0.25
"975",975,94,25,0.5,0.5,0.25,0.5,0.5,0.75,0.25,0.25,0.25,0.25,0,0,0.5,0.5,0.5,0.5,0.5,0.75,0.25,0.25,0.5,0,0,0,0.25,0,0,0.25,0,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
"976",976,95,1,0.75,0.75,0.5,0.75,0.75,0.75,0.5,0.5,0.25,0.25,0.25,0,0.5,0.5,0.25,0.75,0.75,0.75,0.25,0.25,0.25,0,0.75,0.75,0.5,0.25,0.25,0.25,0.25,0.75,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25
"977",977,95,2,0.25,0.5,0.5,0.25,0.75,0.75,0.25,0.5,0.25,0.75,0.25,0,0.5,0.25,0.75,0.75,0.75,0.5,0.25,0.75,0.75,0,0.75,0.75,0.75,0.5,0.25,0.75,0.25,0.75,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.75
"978",978,95,3,0.75,0.5,0.75,0,0.25,0.25,1,0.75,1,0.75,0.75,0.25,0,0.25,0,0.25,0.25,0.25,0,0.25,0,0,0.25,0.25,0.25,0.25,0,0.25,0.5,0,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.75
"979",979,95,4,0.75,0.25,0.75,0.25,0.25,0.25,0.75,0.75,0.75,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0.25,0.5,0.75,0.5,0.25,0.5,0.75,0,0.75,0.75,0.75,0.75,0.5,0.75,0.75,0.75
"980",980,95,5,0.25,0.25,0.25,0.5,0.5,0.5,0.25,0.25,0.25,0.5,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.5,0.75,0.75,1,0.25,1,1,0.5,0.75,0.75,1,0.5,0.75,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.25
"981",981,95,6,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.5,0.75,0.75,0.75,0.75,0.5,0.75,0.25,0.25,0.25,0.25,0.5,0.25,0.5,0,0.25,0.25,0.75,1,0.5,0.25,0.75,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.5
"982",982,95,7,0.5,0.5,0,0,0,0.5,0,0,0,0.75,0.75,0.5,0.75,0.25,0.25,0,0.5,0,0.75,0.75,0.25,0,0.75,0.5,1,1,0.5,1,0.5,0.25,0.75,0.75,0.25,0.5,0.75,0.5,0.25,0.25
"983",983,95,8,0.75,0.5,0.75,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.5,0,0.25,0,0.75,0.5,0,0.25,0.25,0.25,0,0.25,0.5,0.25,0.5,0.25,0.25,0.75,1,0.75,0.75,0.75,0.5,0.75,0.75,0.5,0.75
"984",984,95,9,0.75,0.75,0.5,0.75,0.75,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.25,0.75,0.25,0.25,0.5,0.5,0.5,0.25,0.75,0.25,0.25,0.25,0.25,0.5,0.75,0.25,0.5
"985",985,95,10,0.5,0.5,0.5,0.75,1,0.75,0.25,0.25,0.25,0.5,0.25,0.25,0.75,0.5,0.75,0.5,0.5,1,0.5,0.25,0.75,0.25,0.5,0.25,0.5,0.5,0.5,0.75,0.25,1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
"986",986,95,11,0.25,0.5,0.5,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.75,0.25,0.5,0.75,0.25,0.25,0.75,0,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.75,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25
"987",987,95,12,0.75,0.5,0.5,0.75,1,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0,0.5,0,0.75,0.75,0.5,0.25,0.25,0.5,0.25,0.75,0.25,0.25,0.25,0.25,0.5,0.25,0.25,0.25
"988",988,95,13,0.25,0.75,0.75,0.75,0.75,0.75,0.5,0.25,0.5,0.25,0.25,0,0.5,0.25,0.5,0.75,0.75,0.75,0.25,0.25,0.5,0.25,0.5,0.75,0.5,0.5,0.25,0.5,0.25,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
"989",989,95,14,0.5,0.75,0.25,0.5,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.25,0,0,0,0.25,0.5,0.5,0,0,0,0,0.25,0.25,0.25,0.25,0,0.5,0.5,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
"990",990,95,15,0.75,0.5,0.5,1,1,0.25,0.25,0.5,0.5,0.25,0.25,1,0.5,0.25,0.25,0.5,0.5,1,0.25,0.25,0.25,0,0.5,0.5,0.5,0.25,0.25,0.5,0,0.25,0.25,0.25,0.25,0.25,0,0.25,0.25,0.25
"991",991,95,16,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.25,0,0.75,0.25,0.5,0.5,0.25,0.75,0.25,0.5,0.25,0,0.75,0.5,0.5,0.25,0,0.75,0.5,1,0.25,0.25,0.25,0.5,0.5,0.5,0.25,0.5
"992",992,95,17,0.5,0.75,0.5,0.25,1,0.75,0.25,0.25,0.25,0.25,0.25,0,0.75,0.5,0.75,0.75,0.75,0.75,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.25,0.5,0.5,0.25,1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
"993",993,95,18,0.25,0.75,0.5,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.5,0.75,0.5,0.25,0.75,0,0.5,0.5,0.5,0.25,0.5,0.5,0.25,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
"994",994,95,19,0.25,0.5,0.5,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0,0.25,0.5,0.5,0.75,0.75,1,0.25,0.25,0.5,0,0.75,0.75,0.5,0.25,0.25,0.5,0.25,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
"995",995,95,20,0.75,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0.25,0,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.25,0.25,0.25,0.75,0.5,0.75,0.75,0.75,0.75
"996",996,95,21,0.75,0.5,0.75,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.5,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0.25,0,0,0.25,0.25,0.25,0,0.25,0.75,0,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.75
"997",997,95,22,0.75,0.5,0.75,0.5,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.25,0,0,0,0.25,0.5,0.25,0,0,0,0,0.25,0.25,0.5,0.25,0,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.75
"998",998,95,23,0.25,0.25,0.25,0.25,0.75,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.5,0.75,0.25,0.75,0.75,0.5,0.75,0.75,0.25,0.75,1,0.75,0.25,0.5,0.75,0.25,1,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.5
"999",999,95,24,0.75,0.25,0.75,0.25,0.25,0.25,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.5,0.25,0.25,0.5,0,0.75,0.75,0.5,0.25,0,0.25,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0.5,0.25,0.25
"1000",1000,95,25,0.25,0.75,0.25,0.5,0.75,0.75,0,0.25,0,0.25,1,0,1,1,1,0.5,0.75,0.5,0.75,1,1,0.75,1,1,0.75,0.5,0.75,0.5,0.25,0,0.25,0.25,0.25,0,0.25,0.25,0,0
"1001",1001,96,1,0.25,0.25,0.5,0.75,0.75,0.75,0.5,0.5,0.25,0,0,0,0,0.25,0.25,0.75,0.5,0.25,0,0,0.25,0,0,0,0.25,0.25,0,0,0.75,0.25,0.75,0.5,1,0.5,0.5,0.75,0.75,0
"1002",1002,96,2,0.5,0.5,0.5,0.75,0.5,0.75,0.5,0.75,0.75,0.25,0.25,0,0,0,0.25,0.75,0.5,0.75,0,0,0.5,0,0,0.5,0.5,0,0,0,0.25,0.25,0.5,0.25,0.75,0,0.25,0.75,0,0.25
"1003",1003,96,3,0.25,0,0,0.75,0.75,0.75,0.25,0.25,0.25,0,0.75,0.25,0.75,1,0.75,0.75,0.5,0.75,0.75,0,1,0.25,0.5,0.75,0.75,0.25,1,0.75,0.25,0.5,0.25,0.5,0.25,0,0.75,0.25,0,0
"1004",1004,96,4,0,0.25,0,0.75,0.75,0,0,0,0,0,1,0,0.75,1,1,0.75,0.25,1,1,0,1,0.5,0.75,0.75,0.75,0.75,1,1,0.25,0.75,0.5,0.75,0,0,0.75,0.75,0,0
"1005",1005,96,5,0,0.75,0.25,0.75,0.75,0.75,0.25,0,0,0,0.75,0.5,0.75,1,1,0.75,0.75,0.75,0.75,0,1,0.25,0.25,0.25,1,0.75,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0,0.75,0.5,0,0
"1006",1006,96,6,0,0,0,0.75,0.25,0.75,0,0,0.25,0.25,1,0.5,1,1,1,0.75,0.25,0.5,1,0,1,0.5,0.25,0.25,1,1,1,0.25,0.5,0.25,0.75,0.5,0.5,0.5,1,0.5,0,0
"1007",1007,96,7,0,0,0,1,0.75,1,0,0,0.25,0,0.75,0,1,1,1,1,0.75,1,1,0,1,0,0,0.25,1,1,1,0.5,0,0.5,1,0.5,0,0,0.5,0.5,0,0
"1008",1008,96,8,0.25,0.25,0.25,0.75,1,1,0.25,0.25,0.5,0.25,0.75,0.25,0.25,1,0.5,0.75,0.5,0.75,0.5,0,0.5,0,0,0.5,0.75,0.5,0.25,0.75,0,0.5,0.25,0.5,0.25,0.25,0.75,0.5,0,0
"1009",1009,96,9,0.25,0.5,0.25,0.75,0.75,0.75,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.75,0.75,0.75,0.25,0,0.25,0,0.25,0.5,0.5,0.5,0.25,0.5,0.25,0.25,0.25,0.5,0.25,0,0.25,0.25,0,0.25
"1010",1010,96,10,0.5,0.25,0.5,0.75,0.75,0.5,0.5,0.25,0.5,0.25,0.25,0.25,0.25,0,0.25,0.5,0.25,0.75,0,0,0.5,0,0,0,0.25,0.25,0,0,0.25,0,0.5,0.25,0.25,0.25,0.25,0.5,0,0.25
"1011",1011,96,11,0.5,0.75,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0,0.25,0.25,0.5,0.25,0.5,0,0,0.25,0,0,0,0.25,0.25,0,0,0.25,0,0.5,0.25,0.75,0.25,0.25,0.75,0.25,0.25
"1012",1012,96,12,0.5,0.5,0.5,0.75,0.75,0.75,0.5,0.75,0.5,0.25,0,0,0,0.25,0.25,0.75,0.5,0.25,0,0,0.25,0,0,0,0.25,0.25,0,0,0.25,0.25,0.5,0.5,0.5,0.5,0,0.5,0,0.25
"1013",1013,96,13,0.25,0.5,0.25,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0,0.5,0.25,0.75,0.75,0.75,0.25,0.25,0,0.5,0,0.5,0.75,0.75,0.25,0.25,0.5,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0,0
"1014",1014,96,14,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.25,0.25,0,0,0,0.25,0.5,0.5,0.5,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0.5,0.5,0.5,0.25,0.5,0.5,0,0.25
"1015",1015,96,15,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.25,0.25,0,0,0,0.25,0.5,0.5,0.5,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0.25,0,0
"1016",1016,96,16,0.25,0.5,0.25,0.5,0.5,0.25,0.5,0.25,0.5,0.25,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0,0,0,0.25,0.25,0,0.25,0.5,0.25,0.5,0.5,0.25,0.5,0.25,0.75,0.25,0
"1017",1017,96,17,0.5,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.5,0.25,0,0,0,0.5,0.25,0.25,0.25,0.75,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0.5,0.25,0.5,0.5,0,0.5,0.5,0
"1018",1018,96,18,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.25,0,0.25,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0
"1019",1019,96,19,0.5,0.25,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.25,0,0.25,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0.25,0.25,0,0,0.5,0.25,0.5,0.25,0.25,0.25,0.25,0.5,0,0.25
"1020",1020,96,20,0.5,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.25,0,0,0,0,0.25,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0.25,0.25,0,0.25,0,0
"1021",1021,96,21,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0,0,0,0,0.25,0.5,0.25,0.75,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.5,0.25,0.25,0.5,0,0.25
"1022",1022,96,22,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.25,0,0.25,0,0,0.25,0.25,0.5,0.75,0,0,0,0,0,0,0.25,0,0,0,0.5,0,0.5,0.25,0.25,0.25,0.25,0.25,0,0.25
"1023",1023,96,23,0.5,0.25,0.5,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0,0,0,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0.5,0.25,0.25
"1024",1024,96,24,0.5,0.75,0.5,0.5,0.25,0.5,0.5,0.25,0.5,0.25,0,0,0,0,0.25,0.5,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0.5,0,0.25
"1025",1025,96,25,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.25,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0.25,0.5,0,0
"1026",1026,97,1,1,0.75,0.75,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0.75,0,0.75,0.75,0.5,0.5,0.5,0.5,0.75,0.5
"1027",1027,97,2,0.25,0.75,0.5,0.25,0.5,0.5,0.5,0.25,0.25,0.75,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.25,0,0.5,0,0.5,0.75,0.25,0.25,0.5,0.5,0.5,0.75,0.75,0.5,0.5,0.75,0.5,0.5,0.5,0.5
"1028",1028,97,3,0.75,0.75,0.75,0,0,0.25,0.5,0.5,0.5,0.75,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0.25,0.25,0,0.75,0.5,0.75,0.75,0.5,0.75,0.5,0.75
"1029",1029,97,4,0.5,0.5,0.75,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0.25,0.5,0.25,0.25,0,0.5,0,0.5,0.5,0.25,0.5,0.25,0.5,0.5,0.5,0.75,0.5,0.5,0.75,0.25,0.75,0.5,0.75
"1030",1030,97,5,0.75,0.75,0.75,0,0,0.25,0.75,0.75,0.75,0.75,0.25,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.75
"1031",1031,97,6,0.5,0.5,0.75,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.25,0.25,0.25,0.5,0.25,0.5,0.25,0,0,0,0,0,0.25,0.5,0.5,0,0,0.25,0.75,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.5
"1032",1032,97,7,0.25,0.5,0.25,0,0.5,0.25,0.25,0.5,0.25,0.5,0.25,0,0.75,0.75,0.5,0,0.5,0.25,0.5,0,0.75,0,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.25,0.75,0.5,0.25,0.5,0.5,0.5,0.5,0.25
"1033",1033,97,8,0.25,0.25,0.25,0,0.5,0.25,0.25,0.25,0.5,0.5,0.25,0,0.5,0.75,0.75,0.5,0.5,0.5,0.5,0.25,0.75,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.75,0.5,0.75,0.5,0.25
"1034",1034,97,9,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0,0,0.5,1,0.5,0.25,0.5,0.25,0.5,0,0.75,0,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.5,0.25,0.25,0.5,0.5,0.5,0.25,0.25
"1035",1035,97,13,0.25,0.25,0.25,0,0,0,0.5,0.5,0.5,0.5,0.5,0.25,0,0.5,0.25,0.25,0.5,0.25,0.25,0,0.5,0,0.5,0.25,0.25,0.25,0.25,0.5,0.75,0.25,0.75,0.5,0.5,1,0.5,0.75,0.25,0.5
"1036",1036,97,10,0.75,0.75,0.5,0,0,0,0.75,0.75,0.75,1,0.25,0.5,0,0.25,0,0,0.25,0,0.25,0,0,0,0,0.5,0,0.25,0,0,0.75,0,1,0.75,0.75,0.75,0.75,0.75,0.75,0.75
"1037",1037,97,11,0.5,0.25,0.75,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.75,0,0,0.5,0,0.25,0.5,0.25,0.25,0,0.25,0,0,0.25,0,0.25,0.25,0,0.5,0.5,0.75,0.5,0.5,0.75,0.5,0.5,0.25,0.5
"1038",1038,97,12,0.5,0.5,0.5,0,0,0.25,0.75,0.75,0.75,0.75,0.75,0.25,0,0.75,0,0,0.25,0,0.25,0,0.5,0,0,0,0,0,0,0,0.5,0.25,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.5
"1039",1039,97,14,0.75,0.75,0.5,0,0.5,0,0.75,0.75,0.75,0.75,1,0,0,0.25,0.25,0,0.5,0,0.25,0,0.25,0.25,0,0.25,0,0.25,0,0,0.5,0.25,0.75,0.5,0.75,1,0.75,0.75,0.75,0.75
"1040",1040,97,15,0.75,0.75,0.75,0.25,0.25,0.25,0.75,0.5,0.5,0.75,0.25,0,0,0.25,0,0.25,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0.75,0.25,0.5,0.5,0.5,0.5,0.75,0.75,0.5,0.5
"1041",1041,97,16,0.75,0.5,1,0,0,0,0.75,0.75,0.75,0.75,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0.75,0.5,0.5,0.5,0.75,0.75,0.75
