"","X","ID","day","beep","observationID","Proud","Success","Superior","Angry","Excluded","Envious","Resentful","Ashamed","Insecure","Enthusiastic","Relaxed","Anxious","Sad","Lonely"
"21893",21893,280,6,1,8,0.4,0.4,0.6,0,0,0,0,0,0,0.6,0.6,0,0,0
"21894",21894,280,7,1,9,0.6,0.6,0.2,0,0,0,0,0,0,0.6,0.6,0.2,0,0
"21895",21895,280,9,1,10,0.2,0.2,0.2,0.4,0,0,0,0,0.6,0,0.2,0.2,0,0
"21896",21896,280,11,1,11,0.2,0.4,0.4,0.2,0,0,0,0,0,0.2,0.6,0,0,0
"21897",21897,280,11,2,12,0.4,0.4,0.4,0.2,0,0,0,0,0.4,0.4,0.6,0,0,0
"21898",21898,280,13,1,13,0.6,0.8,0.4,0,0,0,0,0,0,0.8,0.8,0,0,0
"21899",21899,280,14,1,14,0,0.2,0.2,0,0,0,0,0,0,0.4,0.2,0,0.2,0
"21900",21900,280,15,1,15,1,1,0.6,0,0,0,0,0,0,0.8,0.6,0,0,0
"21901",21901,280,16,1,16,0.6,0.4,0.4,0,0,0,0,0,0,0.6,0.6,0,0,0
"21902",21902,280,18,1,17,0.4,0.6,0.4,0,0,0,0,0,0,0.6,0.8,0,0,0
"21903",21903,280,18,2,18,0.6,0.8,0.4,0.2,0,0,0,0,0,0.8,0.6,0,0,0
"21904",21904,280,20,1,19,0.4,0.4,0.4,0,0,0,0,0,0,0.6,0.6,0.2,0,0
"21905",21905,280,25,1,20,0.4,0.2,0.2,0,0,0,0,0,0,0.4,0.6,0,0,0
"21906",21906,281,1,1,1,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"21907",21907,281,1,2,2,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"21908",21908,281,2,1,3,0,0.6,0,0,0,0,0,0,0,0.8,0.8,0,0,0
"21909",21909,281,2,2,4,0.4,0.8,0.8,0,0,0,0,0,0,0.4,0.8,0,0,0
"21910",21910,281,3,1,5,0,0,0,0,0,0,0,0,0,0,0.6,0.2,0,0
"21911",21911,281,3,2,6,0,0,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"21912",21912,281,3,3,7,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"21913",21913,281,3,4,8,0,0,0,0,0,0,0,0,0.8,0,0.4,0,0,0
"21914",21914,281,4,1,9,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"21915",21915,281,4,2,10,0,0.6,0,0,0,0,0,0,0,0,0.6,0,0,0
"21916",21916,281,4,3,11,0,0,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"21917",21917,281,4,4,12,0,0,0.8,0,0,0,0,0,0,0,0.8,0,0,0
"21918",21918,281,5,1,13,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"21919",21919,281,5,2,14,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"21920",21920,281,6,1,15,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"21921",21921,281,6,2,16,0,0,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"21922",21922,281,6,3,17,0,0,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"21923",21923,281,7,1,18,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"21924",21924,281,7,2,19,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"21925",21925,281,7,3,20,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"21926",21926,281,7,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21927",21927,281,8,1,22,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"21928",21928,281,8,2,23,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"21929",21929,281,8,3,24,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"21930",21930,281,8,4,25,0,0,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"21931",21931,281,8,5,26,0,0,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"21932",21932,281,9,1,27,0,0,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"21933",21933,281,9,2,28,0,0,0,0,0,0,0,0,0,0.2,0.8,0,0,0
"21934",21934,281,9,3,29,0,0,0,0,0,0,0,0,0,0.8,0.6,0,0,0
"21935",21935,281,10,1,30,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"21936",21936,281,10,2,31,0,0,0,0,0,0,0,0.4,0,0,0.6,0,0,0
"21937",21937,281,10,3,32,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"21938",21938,281,11,1,33,0,0,0,0,0,0,0,0,0.4,0,0.4,0,0,0
"21939",21939,281,11,2,34,0,0,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"21940",21940,281,11,3,35,0,0,0,0,0,0,0,0,0.6,0,0.8,0,0,0
"21941",21941,281,11,4,36,0,0,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"21942",21942,281,11,5,37,0,0,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"21943",21943,281,12,1,38,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"21944",21944,281,12,2,39,0.6,0.6,0.2,0,0,0,0,0,0,0.8,0.6,0,0,0
"21945",21945,281,12,3,40,0,0.4,0,0,0,0,0,0,0,0,0.6,0,0,0
"21946",21946,281,13,1,41,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"21947",21947,281,13,2,42,0,0,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"21948",21948,281,13,3,43,0,0,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"21949",21949,281,14,1,44,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"21950",21950,281,14,2,45,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"21951",21951,281,14,3,46,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"21952",21952,281,15,1,47,0,0,0,0,0,0,0,0,0,0,0.6,0,0.2,0.6
"21953",21953,281,15,2,48,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0.2
"21954",21954,281,16,1,49,0,0,0,0,0,0,0,0.4,0.2,0,0,0,0,0
"21955",21955,281,16,2,50,0,0,0,0,0,0,0,0,0,0,0.2,0,0.4,0.4
"21956",21956,281,16,3,51,0,0.4,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"21957",21957,281,17,1,52,0,0,0,0,0,0,0,0,0,0.2,0.6,0,0,0.4
"21958",21958,281,17,2,53,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.4
"21959",21959,281,17,3,54,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
"21960",21960,281,17,4,55,0,0,0,0,0,0,0,0,0,0.6,0.4,0,0,0
"21961",21961,281,18,1,56,0,0,0,0,0,0,0,0,0,0,0.4,0,0.2,0.2
"21962",21962,281,18,2,57,0,0.4,0,0,0.4,0,0,0,0,0,0.4,0,0,0.2
"21963",21963,281,18,3,58,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0
"21964",21964,281,18,4,59,0,0.6,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"21965",21965,281,19,1,60,0,0,0.2,0,0,0,0,0,0,0,0.4,0,0.2,0.2
"21966",21966,281,19,2,61,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"21967",21967,281,19,3,62,0,0,0,0,0,0,0,0,0.2,0,0.4,0,0,0
"21968",21968,281,20,1,63,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0
"21969",21969,281,20,2,64,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0
"21970",21970,281,21,1,65,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0
"21971",21971,281,21,2,66,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"21972",21972,281,21,3,67,0,0,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"21973",21973,281,21,4,68,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"21974",21974,281,21,5,69,0,0.8,0,0,0,0,0,0,0,0,0.6,0,0.4,0.2
"21975",21975,281,21,6,70,0,0,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"21976",21976,281,22,1,71,0,0,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"21977",21977,281,22,2,72,0,0,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"21978",21978,281,22,3,73,0,0,0.4,0,0,0,0,0,0,0,0.6,0,0,0
"21979",21979,281,23,1,74,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"21980",21980,281,23,2,75,0,0.4,0,0,0,0,0,0,0,0,0.6,0,0,0
"21981",21981,281,24,1,76,0,0,0,0,0,0,0,0,0.4,0,0.2,0,0.4,0
"21982",21982,281,24,2,77,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
"21983",21983,281,24,3,78,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
"21984",21984,281,24,4,79,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
"21985",21985,281,25,1,80,0,0,0.4,0,0,0,0,0,0,0,0.4,0,0.2,0
"21986",21986,281,25,2,81,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"21987",21987,281,25,3,82,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
"21988",21988,281,25,4,83,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"21989",21989,281,26,1,84,0,0,0,0,0,0,0,0,0.4,0,0.2,0,0,0.4
"21990",21990,281,26,2,85,0,0.4,0,0,0,0,0,0,0,0.6,0.6,0,0,0
"21991",21991,281,27,1,86,0,0.8,0.6,0,0,0,0,0,0,0,0.6,0,0,0
"21992",21992,281,27,2,87,0,1,0.6,0,0,0,0,0,0,0.8,0.4,0,0,0
"21993",21993,281,27,3,88,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0
"21994",21994,281,28,1,89,0,0,0.2,0,0,0,0,0,0.4,0,0.4,0,0,0
"21995",21995,281,28,2,90,0,0,0.4,0,0,0,0,0,0,0,0.6,0,0,0
"21996",21996,282,1,1,1,0.6,0.6,0.4,0,0,0.4,0.2,0,0.2,0.8,0.8,0,0,0
"21997",21997,282,1,2,2,0.8,0.8,0.6,0,0,0,0,0,0.2,0.6,0.6,0.2,0,0
"21998",21998,282,2,1,3,0.2,0.2,0.6,0.2,0,0,0,0,0,0.6,0.6,0.2,0,0
"21999",21999,282,2,2,4,0.2,0.2,0.2,0,0,0,0,0,0,0.4,0.8,0,0,0
"22000",22000,282,2,3,5,0.6,0.8,0.6,0.2,0.2,0,0,0,0.2,0.6,0.8,0.2,0,0
"22001",22001,282,3,1,6,0.8,1,0.6,0,0,0,0,0.2,0.4,0.8,0.6,0,0,0
"22002",22002,282,3,2,7,0.6,0.8,0.6,0.2,0,0.4,0.2,0.2,0,0.6,0.8,0,0,0
"22003",22003,282,3,3,8,0.2,0.2,0.2,0,0.4,0.2,0.2,0,0.2,0.2,0.8,0.2,0,0
"22004",22004,282,4,1,9,0.6,0.4,0.8,0,0,0.2,0,0.4,0.2,0.2,0.6,0.2,0,0.4
"22005",22005,282,5,1,10,0.8,0.8,0.4,0,0,0,0,0,0,0.6,0.4,0,0,0
"22006",22006,282,5,2,11,0.4,0.4,0.2,0,0.4,0.2,0.4,0,0.4,0.2,0.6,0.2,0.2,0
"22007",22007,282,5,3,12,0.8,0.6,0.8,0.2,0.2,0.4,0,0,0,0.4,0.4,0,0,0
"22008",22008,282,6,1,13,0.2,0.2,0.2,0,0,0,0,0,0,0.4,0.6,0,0,0
"22009",22009,282,6,2,14,0.4,0.4,0.4,0,0,0,0,0,0,0.4,0.6,0,0,0
"22010",22010,282,6,3,15,0.8,0.8,0.8,0,0,0,0,0.4,0,1,1,0,0,0
"22011",22011,282,7,1,16,0.8,1,0.8,0,0,0,0,0,0,0.6,0.4,0,0,0
"22012",22012,282,7,2,17,0.4,0.6,0,0,0,0,0,0,0,0.4,0.4,0,0,0
"22013",22013,282,7,3,18,0.8,1,0.6,0.6,0.4,0.2,0.2,0.4,0.8,0.4,0.2,0.6,0.4,0.8
"22014",22014,282,9,1,19,0.8,0.4,0.2,0.2,0,0,0,0,0,0.6,0.6,0,0.4,0
"22015",22015,282,9,2,20,0.8,0.6,0.6,0.2,0,0,0,0,0,1,0.6,0,0,0
"22016",22016,282,9,3,21,1,1,1,0,0,0,0.4,0,0,0.8,0.2,0,0,0
"22017",22017,282,10,1,22,0.4,0.6,0.2,0,0,0.4,0,0,0.2,0.8,0.6,0.2,0,0
"22018",22018,282,10,2,23,0.8,0.6,0.8,0,0,0,0,0.2,0,0.4,0.8,0,0,0
"22019",22019,282,11,1,24,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"22020",22020,282,11,2,25,0.4,0.4,0.2,0,0,0,0,0,0.2,0.4,0.8,0,0.4,0.2
"22021",22021,282,12,1,26,0.2,0.2,0.2,0.6,0.2,0,0,0.2,0.8,0.2,0,0.8,0.6,0.2
"22022",22022,282,12,2,27,0.6,0.6,0.2,0.2,0,0,0,0,0.2,0.4,0.8,0.2,0,0
"22023",22023,282,13,1,28,0.6,0.4,0.2,0.4,0,0,0,0,0,0.4,0.2,0,0,0
"22024",22024,282,13,2,29,0.8,1,0.6,0,0,0,0,0,0,0.6,0.6,0,0,0
"22025",22025,282,14,1,30,0.6,0.4,0.2,0,0,0,0,0,0,0.6,1,0,0,0
"22026",22026,282,17,1,31,0,0,0,0.4,0.8,0.4,0.4,0.6,0.8,0,0.2,0.4,0.6,0.2
"22027",22027,283,1,1,1,0.2,0.2,0.2,0.2,0,0,0,0,0.2,0.8,0.8,0.2,0,0
"22028",22028,283,2,1,2,0,0,0,1,0,0,0,0,0.4,0,0,1,1,0.4
"22029",22029,283,14,1,3,0.2,0.6,0.2,0,0,0.2,0.2,0,0,0.8,0.8,0.2,0,0
"22030",22030,283,15,1,4,0.2,0.6,0.2,0,0,0,0,0,0,0,0.8,0,0,0
"22031",22031,283,15,2,5,0.2,0.2,0,0,0,0,0,0,0,0,0.8,0,0,0
"22032",22032,283,15,3,6,0.6,0,0,0,0,0,0,0,0.4,0.8,0.8,0,0,0
"22033",22033,283,15,4,7,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"22034",22034,283,16,1,8,0.6,0.6,0,0,0,0,0,0,0,1,1,0,0,0
"22035",22035,283,16,2,9,0.6,0.8,0.6,0.2,0,0,0,0.2,0.2,0.2,0.6,0,0,0
"22036",22036,283,16,3,10,0.4,0.4,0,0,0,0,0,0,0,1,1,0,0,0
"22037",22037,283,16,4,11,0.8,0.4,0,0,0,0,0,0,0,1,1,0,0,0
"22038",22038,283,17,1,12,0.2,0.8,0,0,0,0,0,0,0,0,0.6,0,0,0
"22039",22039,283,17,2,13,1,0.4,0.6,0,0,0,0,0,0,1,0.8,0,0,0
"22040",22040,283,17,3,14,0,0,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"22041",22041,283,17,4,15,0.4,0.2,0,0,0,0,0,0,0,0.8,0.8,0,0,0
"22042",22042,283,18,1,16,0.8,0.4,0.2,0,0,0,0,0,0,1,1,0,0,0
"22043",22043,283,18,2,17,0.4,0.6,0,0,0,0,0,0,0,0.2,0.8,0,0,0
"22044",22044,283,18,3,18,0,0.8,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"22045",22045,283,18,4,19,0,0.6,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"22046",22046,283,19,1,20,0.2,0.6,0,0,0,0,0,0,0,0.4,1,0,0,0
"22047",22047,283,19,2,21,0.4,0.2,0.2,0,0,0,0,0,0,0.8,0.8,0,0,0
"22048",22048,283,20,1,22,0,0,0,0,0,0,0,0,0.2,0,0.6,0,0,0
"22049",22049,283,20,2,23,0.4,0,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"22050",22050,283,21,1,24,1,0.4,0,0,0,0,0,0,0,0.8,0.4,0,0,0
"22051",22051,283,21,2,25,0.4,0.4,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"22052",22052,283,21,3,26,0,0.4,0.6,0,0,0,0,0,0.2,0,0.4,0,0,0
"22053",22053,283,21,4,27,0,0.6,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"22054",22054,283,22,1,28,0.2,0.6,0.2,0,0,0,0,0,0.4,0,0.4,0,0,0
"22055",22055,283,22,2,29,0.4,0.6,0.2,0,0,0,0,0,0,0.8,0.8,0,0,0
"22056",22056,283,22,3,30,0.6,0,0,0,0,0,0,0,0.2,0.4,0.6,0,0.4,0
"22057",22057,283,23,1,31,0.4,0.6,0,0,0,0,0,0,0,0.2,0.8,0,0,0
"22058",22058,283,23,2,32,0.4,0.2,0.4,0,0,0,0,0,0,0.2,0.6,0,0,0
"22059",22059,283,23,3,33,0.8,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0
"22060",22060,283,24,1,34,0.8,0.8,0.2,0,0,0,0,0,0,0,0.6,0,0,0
"22061",22061,283,24,2,35,0.8,0,0,0,0,0,0,0,0,0.8,0.8,0,0,0
"22062",22062,283,25,1,36,0.8,0.2,0,0,0,0,0,0,0,1,1,0,0,0
"22063",22063,283,26,1,37,0.6,0.6,0,0,0,0,0,0,0.2,0.6,0.4,0,0,0
"22064",22064,283,26,2,38,1,0.4,0.2,0,0,0,0,0,0,0.8,1,0,0,0
"22065",22065,283,27,1,39,0,0.2,0.4,0,0,0,0,0,0,0.2,0.8,0,0,0
"22066",22066,283,28,1,40,0.2,0.4,0,0,0,0,0,0.2,0.6,0,0.4,0,0,0
"22067",22067,283,28,2,41,0,0.6,0.2,0,0,0,0,0,0.4,0,0.4,0,0,0
"22068",22068,283,28,3,42,0,0.8,0,0,0,0,0,0,0,0.2,1,0,0,0
"22069",22069,284,1,1,1,0,0,0,0,0,0,0,0,0,0.2,0.8,0,0,0
"22070",22070,284,1,2,2,0,0.4,0,0.4,0,0,0,0,0.6,0,0.8,0.2,0,0
"22071",22071,284,1,3,3,0,0.4,0,0,0,0,0,0,0,0.8,0.8,0,0,0.2
"22072",22072,284,1,4,4,0.6,0.8,0,0,0,0,0,0,0,0.4,0.4,0,0,0
"22073",22073,284,1,5,5,0,0,0,0,0,0,0,0,0.2,0,0.8,0,0,0
"22074",22074,284,1,6,6,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
"22075",22075,284,2,1,7,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.2
"22076",22076,284,2,2,8,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0
"22077",22077,284,2,3,9,0,0,0,0.4,0,0,0,0.2,0.2,0,0,0,0,0
"22078",22078,284,2,4,10,0,0,0,0,0,0,0,0,0,0.2,0.8,0,0,0
"22079",22079,284,3,1,11,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
"22080",22080,284,3,2,12,0,0.2,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"22081",22081,284,3,3,13,0.6,0.8,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"22082",22082,284,3,4,14,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0
"22083",22083,284,3,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22084",22084,284,4,1,16,0.2,0.4,0,0,0,0,0,0,0,0.2,0.8,0,0,0
"22085",22085,284,4,2,17,0,0,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"22086",22086,284,4,3,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"22087",22087,284,5,1,19,0,0.2,0,0,0,0,0,0,0,0,0.6,0,0,0
"22088",22088,284,5,2,20,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"22089",22089,284,6,1,21,0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0
"22090",22090,284,6,2,22,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0
"22091",22091,284,7,1,23,0.4,0.4,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"22092",22092,284,8,1,24,0,0,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"22093",22093,284,8,2,25,0,0.2,0,0,0,0,0,0,0,0,0.6,0,0,0
"22094",22094,284,9,1,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"22095",22095,284,10,1,27,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0
"22096",22096,284,10,2,28,0.4,0.4,0,0,0,0,0,0,0,0,0.8,0,0,0
"22097",22097,284,11,1,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"22098",22098,284,12,1,30,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"22099",22099,284,12,2,31,0,0.4,0,0,0,0,0,0,0.6,0.4,0,0,0,0
"22100",22100,284,14,1,32,0.8,0.8,0,0,0,0,0,0,0,0.4,1,0,0,0
"22101",22101,284,15,1,33,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"22102",22102,284,15,2,34,0,0,0,0.6,0,0,0,0,0,0,0,0,0.4,0
"22103",22103,284,16,1,35,0.6,0.6,0,0,0,0,0,0,0,0,0.6,0,0,0.2
"22104",22104,284,16,2,36,0,0,0,0.8,0.2,0,0,0,0.6,0,0,0,0,0
"22105",22105,284,16,3,37,0.2,0.6,0.2,0,0,0,0,0,0,0.4,0.8,0,0,0
"22106",22106,284,17,1,38,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"22107",22107,284,19,1,39,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"22108",22108,284,20,1,40,0.2,0.4,0,0,0,0,0,0,0,0,0.8,0,0,0
"22109",22109,284,23,1,41,0.2,0.6,0,0,0,0,0,0,0,0,0.6,0,0,0
"22110",22110,284,24,1,42,0.6,0.8,0,0,0,0,0,0,0,0.4,0.4,0,0,0
"22111",22111,285,1,1,1,0.4,0.8,0,0,0,0,0,0.6,0,0.8,0.8,0.2,0.4,0
"22112",22112,285,4,1,2,0.6,0.6,0,0,0,0,0,0,0,0.8,0.6,0.4,0,0
"22113",22113,285,5,1,3,0.8,0.6,0,0,0,0,0,0,0,0.6,0.4,0.8,0.8,0.6
"22114",22114,285,5,2,4,0.6,1,0,0,0,0,0,0,0,0.4,1,0,0,0
"22115",22115,285,5,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"22116",22116,285,5,4,6,0.6,1,0,0,0,0,0,0,0.6,0,0.6,0,0,0
"22117",22117,285,5,5,7,0.4,1,0,0,0,0,0,0,0,0.4,1,0,0,0
"22118",22118,285,6,1,8,0,0,0,0,0,0.6,0,0,0.2,0,0.6,0,0,0.2
"22119",22119,285,6,2,9,0,0,0,0,0,0.6,0,0,0,0.4,0.2,0,1,1
"22120",22120,285,6,3,10,0,0,0,0,0.8,1,1,0,0.8,0,0,0,1,1
"22121",22121,285,6,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.8
"22122",22122,285,6,5,12,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"22123",22123,285,6,6,13,0.4,0.6,0,0,0,0,0,0,1,0,0.4,0,0,0
"22124",22124,285,7,1,14,0,0,0,0,0,0.6,0,0,0.6,0,0.6,0,0.6,0
"22125",22125,285,7,2,15,0,0,0,0,0,0.6,0,0,0.8,0,0,0,0.8,0.6
"22126",22126,285,7,3,16,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
"22127",22127,285,7,4,17,0,0.8,0,0,0,0,0,0,0,0,0.6,0,0.6,0.6
"22128",22128,285,7,5,18,0,0.6,0,0,0,0,0,0,0.6,0,0.4,0,0.4,0.4
"22129",22129,285,7,6,19,0.4,0.4,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"22130",22130,285,8,1,20,0,0.8,0,0,0,0,0,0,0.4,0,0.8,0,0,0.6
"22131",22131,285,8,2,21,0,0,0,0,0,0.4,0,0,0,0,0.6,0,0.4,0
"22132",22132,285,8,3,22,1,0.8,0,0,0,0,0,0,0.6,0.6,0.4,0,0,0
"22133",22133,285,8,4,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"22134",22134,285,9,1,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"22135",22135,285,9,2,25,0.4,1,0,0.4,0,0,0,0,0,0,0.8,0,0.2,0
"22136",22136,285,9,3,26,0,0.6,0,0,0,0,0,0,0.6,0,0.6,0,0,0.2
"22137",22137,285,10,1,27,0.6,0.6,0,0,0,0,0,0,0.2,0,0.8,0.2,0,0
"22138",22138,285,11,1,28,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"22139",22139,285,15,1,29,0.6,0.8,0,0,0,0,0,0,0.4,0.6,1,0.2,0,0
"22140",22140,285,15,2,30,0,0,0,0.6,0,0,0,0,0.6,0.2,0.4,0.8,0,0
"22141",22141,285,16,1,31,0,0,0,0,0,0,0,0,0.4,0,0.8,0.2,0,0.2
"22142",22142,285,16,2,32,0.8,1,0,0,0,0,0,0,0.2,0.8,1,0,0,0
"22143",22143,285,16,3,33,0,0.8,0,0,0.4,0,0,0.2,0.6,0,0,0.4,0.6,0
"22144",22144,285,16,4,34,0,0,0,0,0,0,0,0,0.2,0,0.8,0.2,0,0
"22145",22145,285,17,1,35,0,0,0,0,0,0,0,0,0.2,0,0.8,0.4,0,0.2
"22146",22146,285,18,1,36,0.4,0.8,0,0,0,0,0,0,0,0.6,1,0.4,0.2,0
"22147",22147,285,18,2,37,0.8,1,0,0,0,0,0,0,0,0.6,1,0,0,0
"22148",22148,286,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"22149",22149,286,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"22150",22150,286,1,3,3,0,0,0,0,0,0,0,0,0.4,0,0.6,0.4,0.2,0
"22151",22151,286,1,4,4,0.6,0.4,0,0,0,0,0,0,0,0,1,0,0,0
"22152",22152,286,1,5,5,0,0,0,0,0,0,0,0,0.4,0,0.6,0.2,0.2,0
"22153",22153,286,2,1,6,0,0,0,0,0,0,0,0,0.4,0,0.6,0.4,0.4,0.2
"22154",22154,286,2,2,7,0.6,0,0,0,0,0,0,0,0.6,0,0.4,0.6,0,0
"22155",22155,286,2,3,8,0.4,0.2,0,0,0,0,0,0,0.6,0,0.4,0.6,0.2,0
"22156",22156,286,2,4,9,0,0,0,0,0,0,0,0,0.2,1,0.6,0,0,0
"22157",22157,286,3,1,10,0,0,0,0,0,0,0,0,0.6,0,0.4,0.8,0.4,0
"22158",22158,286,3,2,11,0.6,0.6,0,0,0,0,0,0,0.6,0.8,0.6,0,0,0
"22159",22159,286,3,3,12,0,0.4,0,0,0,0,0,0,0.4,0.6,0.6,0.2,0,0
"22160",22160,286,3,4,13,0.6,0.6,0,0,0,0,0,0,0.4,0.4,0.6,0,0,0
"22161",22161,286,3,5,14,0,0,0,0,0,0,0,0,0.4,0.2,0,0.4,0.2,0
"22162",22162,286,4,1,15,0.6,0,0,0,0,0,0,0,0.2,0.6,0.8,0.2,0,0
"22163",22163,286,4,2,16,0,0,0,0.4,0,0,0,0.4,0.6,0,0.2,0.6,0.4,0
"22164",22164,286,4,3,17,0,0,0,0,0.8,0,0,0,1,0,0,0.8,0.8,0.4
"22165",22165,286,4,4,18,0,0,0,0,0.2,0,0,0.4,0.8,0,0.2,0.6,0.6,0
"22166",22166,286,5,1,19,0.6,0.4,0,0,0,0,0,0,0.8,0.2,0.4,0.6,0.4,0
"22167",22167,286,5,2,20,0,0,0,0.8,0,0,0,0.6,0.8,0.2,0.2,0.4,0.2,0
"22168",22168,286,5,3,21,0.4,0.6,0,0,0,0,0,0,0.4,0.6,0.8,0,0,0
"22169",22169,286,5,4,22,0.6,0.6,0,0,0,0,0,0,0.2,0.6,0.8,0.4,0,0
"22170",22170,286,5,5,23,0,0.6,0,0,0,0,0,0,0.6,0.2,0.6,0.2,0,0
"22171",22171,286,5,6,24,0,0.4,0,0,0,0.2,0,0,0.6,0.2,0.4,0.4,0.4,0.6
